Fundos,Setor,Preço Atual (R$),Liquidez Diária (R$),P/VP,Último Dividendo,Dividend Yield,DY (3M) Acumulado,DY (6M) Acumulado,DY (12M) Acumulado,DY (3M) média,DY (6M) média,DY (12M) média,DY Ano,Variação Preço,Rentab. Período,Rentab. Acumulada,Patrimônio Líquido,VPA,P/VPA,DY Patrimonial,Variação Patrimonial,Rentab. Patr. Período,Rentab. Patr. Acumulada,Quant. Ativos,Volatilidade,Num. Cotistas,Tax. Gestão,Tax. Performance,Tax. Administração
VISC11,Shoppings,101.19,2278289.43,0.81,0.81,0.78 ,2.33 ,4.71 ,9.71 ,0.78 ,0.79 ,0.81 ,6.44 ,0.14 ,0.93 ,20.48 ,3573402334.57,123.95,0.82,0.65 ,0.10 ,0.74 ,15.76 ,30,18.25,344153,1.05  aa,,
VIUR11,Misto,5.24,197716.91,0.60,0.07,1.23 ,3.56 ,7.43 ,14.91 ,1.19 ,1.24 ,1.24 ,10.02 ,-4.88 ,-3.71 ,12.32 ,235716665.21,8.75,0.60,0.77 ,-4.89 ,-4.16 ,-90.01 ,7,22.97,45980,,0.95  aa,20.00  aa
VJFD11,Papéis,155.02,3889.59,0.95,0.82,0.00 ,0.00 ,1.46 ,3.38 ,0.00 ,0.24 ,0.28 ,2.42 ,0.00 ,0.00 ,,799062011.82,163.87,0.95,0.46 ,20.43 ,20.98 ,27.96 ,39,5.32,96,,,
VLIQ11,Indefinido,,,,5.04,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,118155565.38,,,,,,,14,,8102,,,
VLOL11,Lajes Corporativas,88.00,160238.13,1.38,16.30,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.99 ,0.00 ,0.00 ,,118155565.38,111.06,0.79,0.55 ,-0.14 ,0.40 ,14.11 ,14,9.89,8102,,,
VOTS11,Papéis,70.81,2201.50,0.77,0.63,0.89 ,2.49 ,4.93 ,10.83 ,0.83 ,0.82 ,0.90 ,7.21 ,-10.28 ,-9.48 ,11.21 ,75926854.52,91.71,0.77,0.72 ,-1.69 ,-0.99 ,7.91 ,14,45.43,581,,,
VPPR11,Lajes Corporativas,12.70,93819.74,0.31,0.07,0.53 ,0.00 ,0.00 ,2.29 ,0.00 ,0.00 ,0.19 ,0.53 ,-10.74 ,-10.27 ,-10.27 ,297435707.44,,,,,,,2,14.96,37793,,,
VRTA11,Papéis,75.85,821475.87,0.88,0.85,1.10 ,3.20 ,6.41 ,12.82 ,1.07 ,1.07 ,1.07 ,8.71 ,-5.38 ,-4.34 ,12.99 ,1318304009.55,84.55,0.90,1.01 ,-7.26 ,-6.33 ,2.15 ,14,15.82,113020,,1.00  aa,
VRTM11,Misto,6.80,206644.17,0.73,0.09,1.28 ,3.82 ,7.85 ,15.59 ,1.27 ,1.31 ,1.30 ,10.78 ,-0.85 ,0.42 ,17.65 ,438068092.65,,,,,,,4,32.12,11770,,0.90  aa,0.20  aa
VSEC11,Papéis,0.21,2.50,0.00,2.05,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,138.00 ,0.00 ,0.00 ,,118155565.38,,,,,,,14,904.16,8102,,,
VSHO11,Shoppings,71.02,17297.78,0.62,0.46,0.64 ,3.03 ,5.80 ,12.29 ,1.01 ,0.97 ,1.02 ,7.97 ,-0.69 ,-0.06 ,20.07 ,242410559.62,115.50,0.61,0.86 ,16.23 ,17.23 ,22.66 ,3,18.86,3202,0.75  aa,,
VSLH11,Papéis,2.62,74619.65,0.28,0.03,0.92 ,3.18 ,6.83 ,14.14 ,1.06 ,1.14 ,1.18 ,8.97 ,-4.07 ,-3.19 ,0.78 ,301124625.06,10.08,0.26,0.33 ,-2.98 ,-2.67 ,15.89 ,14,19.30,69584,,0.95  aa,20.00  aa
VTLT11,Imóveis Industriais e Logísticos,85.17,55936.17,0.81,1.03,1.16 ,3.35 ,6.86 ,13.62 ,1.12 ,1.14 ,1.14 ,9.23 ,-1.72 ,-0.58 ,16.99 ,219655269.60,103.86,0.82,0.95 ,3.11 ,4.09 ,11.80 ,1,15.35,5752,0.95  aa,,
VTPL11,Papéis,72.10,72.00,0.71,5.11,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,140378477.53,,,,,,,2,,124,,,
VVCO11,Lajes Corporativas,14.08,65597.33,0.96,11.16,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,142750005.31,,,,,,,4,14.73,2703,,,
VVCR11,Papéis,10.00,52142.57,0.96,0.10,0.98 ,3.27 ,6.75 ,12.76 ,1.09 ,1.13 ,1.06 ,8.02 ,0.89 ,1.88 ,24.59 ,77504273.21,,,,,,,14,22.18,2238,,,
VVMR11,Lajes Corporativas,85.50,296214.60,0.80,0.20,0.23 ,0.45 ,0.77 ,3.05 ,0.45 ,0.77 ,0.25 ,0.99 ,0.60 ,0.83 ,-5.11 ,302132145.14,,,,,,,5,27.05,628,,,
VVPR11,Misto,101.50,1249061.55,1.59,0.89,0.89 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,7.45 ,0.40 ,1.30 ,14.44 ,118155565.38,98.03,1.04,0.74 ,-0.10 ,0.64 ,0.09 ,14,3.43,8102,,,
VVRI11,Indefinido,88.99,783.00,0.95,1.34,0.00 ,1.13 ,3.91 ,8.06 ,0.38 ,0.65 ,0.67 ,3.91 ,0.00 ,0.00 ,,75281372.64,,,,,,,2,89.93,160,,,
VXXV11,Fundo de Desenvolvimento,700.00,23843.75,1.14,273.35,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,169704571.43,,,,,,,1,3.40,13,,,
WHGR11,Indefinido,8.67,192432.17,0.89,0.10,1.15 ,2.68 ,6.15 ,13.53 ,0.89 ,1.03 ,1.13 ,9.91 ,-1.03 ,0.11 ,16.38 ,301970146.86,,,,,,,1,16.28,13773,,1.00  aa,20.00  aa
WPLZ11,Shoppings,49.46,9357.39,0.73,1.00,2.15 ,4.11 ,6.06 ,9.86 ,1.37 ,1.01 ,0.82 ,7.37 ,-3.00 ,-0.92 ,-2.57 ,77891165.28,66.57,0.74,0.48 ,-24.18 ,-23.82 ,-31.55 ,1,44.84,1589,,,
WSEC11,Indefinido,7.34,22986.09,0.88,0.10,1.32 ,42.28 ,51.72 ,84.02 ,14.09 ,8.62 ,7.00 ,82.19 ,30.19 ,31.91 ,206.88 ,20464908.93,,,,,,,14,94.00,653,,,
WTSP11B,Misto,36.00,3852.00,0.68,0.05,0.09 ,0.81 ,26.17 ,27.19 ,0.81 ,4.36 ,2.27 ,0.81 ,0.00 ,0.00 ,,104295912.94,84.21,0.43,0.06 ,16.18 ,16.25 ,12.98 ,2,6.67,210,,,
XPCA11,Indefinido,7.83,525323.13,0.82,0.11,1.38 ,4.16 ,8.61 ,14.15 ,1.39 ,1.44 ,1.18 ,10.37 ,0.00 ,1.38 ,53.42 ,437061366.98,9.60,0.82,1.15 ,1.15 ,2.31 ,15.07 ,0,22.02,96926,,1.00  aa,10.00  aa
XPCI11,Papéis,80.81,876065.70,0.90,0.96,1.19 ,3.62 ,7.04 ,13.64 ,1.21 ,1.17 ,1.14 ,9.40 ,-0.53 ,0.65 ,22.29 ,780446275.53,89.69,0.90,1.06 ,-2.33 ,-1.30 ,7.43 ,14,18.48,67455,,1.00  aa,
XPCM11,Lajes Corporativas,7.34,10415.35,0.27,0.02,0.20 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.20 ,-0.87 ,-0.67 ,-0.67 ,63404818.93,29.04,0.25,0.07 ,-34.13 ,-34.09 ,-44.99 ,1,29.33,17705,,0.80  aa,
XPHT11,Hotéis,123.00,230869.59,0.66,0.41,0.93 ,2.91 ,5.33 ,10.11 ,0.97 ,0.89 ,0.84 ,10.11 ,15.85 ,16.93 ,15.37 ,581976733.73,63.13,1.95,0.65 ,-33.00 ,-32.56 ,-26.69 ,14,29.85,1268,,,
XPID11,Indefinido,56.95,214153.43,,0.60,1.00 ,3.11 ,6.61 ,14.04 ,1.04 ,1.10 ,1.17 ,9.32 ,4.73 ,5.78 ,14.70 ,,,,,,,,0,22.37,0,,,
XPIE11,Indefinido,59.60,901742.74,,0.45,0.73 ,3.96 ,9.02 ,18.95 ,1.32 ,1.50 ,1.58 ,12.46 ,-0.44 ,0.29 ,23.73 ,,,,,,,,0,18.54,0,,1.30  aa,20.00  aa
XPIN11,Imóveis Industriais e Logísticos,66.88,191143.83,0.65,0.74,1.09 ,3.17 ,6.38 ,13.04 ,1.06 ,1.06 ,1.09 ,8.73 ,-4.39 ,-3.34 ,19.28 ,744290328.49,104.09,0.64,0.71 ,0.19 ,0.90 ,2.38 ,81,16.28,43532,,0.75  aa,
XPLG11,Imóveis Industriais e Logísticos,96.48,2076370.87,0.89,0.82,0.83 ,2.46 ,5.06 ,10.27 ,0.82 ,0.84 ,0.86 ,6.87 ,-0.50 ,0.32 ,19.65 ,3332662817.78,106.90,0.90,0.77 ,-6.16 ,-5.44 ,5.56 ,18,15.22,338831,0.95  aa,,20.00  aa
XPML11,Shoppings,100.70,7201779.96,0.86,0.92,0.89 ,2.65 ,5.46 ,11.11 ,0.88 ,0.91 ,0.93 ,6.46 ,-0.39 ,0.50 ,19.11 ,6658222602.66,117.39,0.86,0.78 ,16.30 ,17.21 ,25.60 ,15,14.53,592434,,0.75  aa,20.00  aa
XPPR11,Lajes Corporativas,12.54,78639.38,0.21,0.07,0.53 ,1.02 ,2.30 ,4.38 ,0.34 ,0.38 ,0.37 ,0.53 ,-9.03 ,-8.55 ,-8.55 ,443953188.51,60.68,0.21,0.12 ,-18.41 ,-18.31 ,-21.40 ,2,21.62,42867,,,
XPSF11,Fundo de Fundos,5.94,303229.43,0.77,0.07,1.07 ,3.01 ,6.07 ,12.80 ,1.00 ,1.01 ,1.07 ,8.43 ,-1.14 ,-0.08 ,9.29 ,334996606.65,7.74,0.77,0.78 ,-7.31 ,-6.59 ,-90.23 ,14,15.94,61051,,1.00  aa,20.00  aa
XTED11,Lajes Corporativas,8.82,17641.88,0.68,11.16,,,,,,,,,,,,67378204.04,28.02,0.31,0.00 ,-0.36 ,-0.36 ,-3.45 ,1,29.46,4098,,,
YUFI11,Fundo de Desenvolvimento,59.50,5.17,1.30,29.23,0.00 ,0.00 ,1.16 ,3.31 ,0.00 ,0.19 ,0.28 ,2.80 ,0.00 ,0.00 ,,22527759.56,,,,,,,38,34.36,56,,,
YUFI11B,Indefinido,,,,0.63,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,0.00 ,0.00 ,0.00 ,,105.53,,0.60 ,-0.01 ,0.59 ,6.32 ,0,,0,,,
ZAGH11,Serviços Financeiros Diversos,10.04,5701.09,1.10,0.06,0.55 ,1.92 ,4.12 ,7.20 ,0.64 ,0.69 ,0.60 ,4.76 ,1.57 ,2.13 ,-12.41 ,84492331.36,,,,,,,1,67.46,408,,,
ZAVC11,Indefinido,8.84,10013.61,0.86,0.13,0.00 ,3.01 ,7.43 ,15.80 ,1.00 ,1.24 ,1.32 ,0.00 ,0.00 ,0.00 ,,36188502.18,,,,,,,1,94.00,350,,,
ZAVI11,renda urbana,85.24,35257.57,0.63,1.10,1.23 ,3.82 ,7.34 ,14.87 ,1.27 ,1.22 ,1.24 ,10.15 ,-1.12 ,0.10 ,3.49 ,159178677.82,,,,,,,9,31.55,3058,,1.25  aa,20.00  aa
ZIFI11,Fundo de Desenvolvimento,515.00,2443.67,0.30,3.31,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,83994704.50,,,,,,,14,55.42,93,,,
