Cotação,VARIAÇÃO_(12M),P/L,P/VP,DY,Papel,P/RECEITA_(PSR),PAYOUT,MARGEM_LÍQUIDA,MARGEM_BRUTA,MARGEM_EBIT,MARGEM_EBITDA,EV/EBITDA,EV/EBIT,P/EBITDA,P/EBIT,P/ATIVO,P/CAP.GIRO,P/ATIVO_CIRC_LIQ,VPA,LPA,GIRO_ATIVOS,ROE,ROIC,ROA,DÍVIDA_LÍQUIDA_/_PATRIMÔNIO,DÍVIDA_LÍQUIDA_/_EBITDA,DÍVIDA_LÍQUIDA_/_EBIT,DÍVIDA_BRUTA_/_PATRIMÔNIO,PATRIMÔNIO_/_ATIVOS,PASSIVOS_/_ATIVOS,LIQUIDEZ_CORRENTE,CAGR_RECEITAS_5_ANOS,CAGR_LUCROS_5_ANOS,Valor_de_mercado,Valor_de_firma,Patrimônio_Líquido,Nº_total_de_papeis,Ativos,Ativo_Circulante,Dívida_Bruta,Dívida_Líquida,Disponibilidade,Tag_Along,Segmento_de_Listagem,Free_Float,Setor,Segmento,Ticker_Img
"193,95","296,91","11,91","1,76","2,26",TKNO3,"1,92","33,31","16,12","26,46","17,21","19,82","8,09","9,32","9,69","11,15","1,39","3,31","-3,44","110,12","16,28","0,73","14,79","12,14","11,71","-0,21","-1,16","-1,34","0,01","0,79","0,21","3,45","10,29","30,24",546.229.000,477.588.000,324.623.000,2.947.000,409.993.000,243.570.000,2.178.000,-68.641.000,70.819.000,"0,00",Tradicional,"31,65",Materiais_Básicos,Artefatos_de_Ferro_e_Aço,https://investidor10.com.br/storage/companies/5f6201e98a478.jpeg
"17,25","19,46","65,85","1,07","0,00",MNDL3,"0,17","0,00","0,26","37,67","12,68","14,26","4,59","5,16","1,21","1,36","0,12","-1,24","-0,21","16,14","0,26","0,70","1,62","18,99","0,18","2,98","3,38","3,80","3,00","0,11","0,89","0,81","14,03",,171.137.000,648.455.000,160.158.000,9.921.000,1.420.451.000,592.976.000,480.641.000,477.318.000,3.323.000,"0,00",Tradicional,"67,22",Consumo_Cíclico,Acessórios,https://investidor10.com.br/storage/companies/5f58df70e0dda.jpeg
"31,95","-8,71","2,37","1,12","0,00",AHEB3,"0,39","0,00","16,64","17,28","12,60","13,04","2,49","2,58","3,03","3,13","0,49","1,55","-0,91","28,40","13,48","1,25","47,45","27,64","20,83","-0,21","-0,57","-0,59","0,02","0,44","0,56","3,30","26,50",,276.317.000,224.653.000,242.674.000,8.543.000,552.934.000,252.037.000,3.974.000,-51.664.000,55.638.000,"0,00",Tradicional,"3,25",Consumo_Cíclico,Produção_de_Eventos_e_Shows,https://investidor10.com.br/storage/companies/649dd0d1cc86f.jpg
"1,00","-64,03","563,38","312,74","0,00",PPLA11,,"0,00","0,00","0,00","0,00","0,00",,"563,38",,"563,38","3,49",,"-312,74","0,00","0,00","0,00","55,51","55,51","0,62","0,00",,"0,00","0,00","0,01","0,99","1,00","-100,00",,2.814.000,2.814.000,9.000,2.814.000,806.000,797.000,-,-,-,"0,00",Tradicional,"100,00",Financeiro,Gestão_de_Recursos_e_Investimentos,https://investidor10.com.br/storage/companies/649dd562db78e.jpg
"396,00","34,49","11,95","0,87","8,60",BMKS3,"11,50","100,00","96,24","30,53","-4,01","-0,51","-203,48","-25,96","-2.251,01","-287,21","0,76","1,04","-3,26","454,30","33,13","0,07","7,29","-2,64","6,35","-0,79","2.047,54","261,25","0,02","0,87","0,13","20,54","-6,40","34,07",180.081.000,16.278.000,206.593.000,454.000,237.339.000,182.095.000,3.820.000,-163.803.000,167.623.000,"0,00",Tradicional,"22,00",Consumo_Cíclico,Bicicletas,https://investidor10.com.br/storage/companies/5eb05bae5a500.jpeg
"2,04","-24,44","12,25","-0,48","0,00",HAGA3,"0,80","0,00","6,53","24,84","-0,38","1,74","-19,85","90,56","46,11","-210,32","0,36","0,69","-3,34","-4,27","0,17","0,45","-3,90","398,58","2,95","0,55","-53,15","242,46","-0,41","-0,76","1,76","2,43","0,36","-18,71",17.532.000,-10.453.000,-50.772.000,11.900.000,67.153.000,59.894.000,20.754.000,-27.985.000,48.739.000,"0,00",Tradicional,"75,75",Bens_Industriais,Produtos_para_Construção,https://investidor10.com.br/storage/companies/5f50d0e8adb6c.jpeg
"33,99","87,79","1,76","11,37","0,00",CTKA4,"0,30","0,00","16,86","46,54","13,80","16,56","4,94","5,93","1,79","2,14","0,30","0,98","-0,86","2,99","19,36","1,01","647,44","13,64","16,97","20,04","3,15","3,78","23,99","0,03","0,97","1,87","13,39","8,34",211.467.000,583.317.000,18.555.000,6.205.000,707.988.000,463.979.000,445.097.000,371.850.000,73.247.000,"0,00",Tradicional,"12,86",Consumo_Cíclico,Fios_e_Tecidos,https://investidor10.com.br/storage/companies/5f50f0d2ed6fa.jpeg
"175,21","126,16","10,76","1,59","3,85",TKNO4,"1,73","33,31","16,12","26,46","17,21","19,82","8,09","9,32","8,75","10,08","1,26","2,99","-3,10","110,12","16,28","0,73","14,79","12,14","11,71","-0,21","-1,16","-1,34","0,01","0,79","0,21","3,45","10,29","30,24",546.229.000,477.588.000,324.623.000,2.947.000,409.993.000,243.570.000,2.178.000,-68.641.000,70.819.000,"0,00",Tradicional,"31,65",Materiais_Básicos,Artefatos_de_Ferro_e_Aço,https://investidor10.com.br/storage/companies/5f6201e98a478.jpeg
"8,40","-16,00","-0,50","-0,06","0,00",BDLL4,"0,32","0,00","-63,98","19,03","-36,02","-32,23","-13,53","-12,10","-0,99","-0,89","0,03","-0,05","-0,04","-145,99","-16,80","0,08","-11,51","51,98","-5,08","-0,73","-12,54","-11,22","-0,80","-0,44","1,44","0,46","15,58",,13.349.000,183.162.000,-233.585.000,1.600.000,531.961.000,227.618.000,187.155.000,169.813.000,17.342.000,"0,00",Nível_1,"76,94",Bens_Industriais,Máquinas_e_Equipamentos_Industriais,https://investidor10.com.br/storage/companies/5ea9bcacc160e.jpeg
"3,56","-39,56","-1,09","-0,02","0,00",SNSY5,"0,05","0,00","-4,31","24,78","29,50","31,38","1,04","1,11","0,15","0,16","0,08","-0,68","-0,19","-158,56","-3,25","1,67","-2,05","-15,79","-6,95","-0,10","0,69","0,74","-0,11","-3,50","4,53","0,84","13,54",,105.468.000,315.772.000,-2.025.587.000,12.774.000,578.897.000,342.604.000,225.596.000,210.304.000,15.292.000,"0,00",Tradicional,"66,36",Materiais_Básicos,Materiais_Diversos,https://investidor10.com.br/storage/companies/5f7e112714bac.jpeg
"21,00","-24,08","2,10","0,67","0,00",CEDO3,"0,20","0,00","9,64","28,99","15,04","17,39","3,21","3,71","1,17","1,35","0,22","3,17","-0,38","31,52","9,98","1,07","31,67","18,15","10,27","1,22","2,14","2,47","1,25","0,32","0,68","1,19","10,84",,193.472.000,578.111.000,315.201.000,10.000.000,971.374.000,415.222.000,393.027.000,384.639.000,8.388.000,"80,00",Nível_1,"61,57",Consumo_Cíclico,Fios_e_Tecidos,https://investidor10.com.br/storage/companies/5f688fd5168f3.jpeg
"25,00","-2,07","6,15","1,10","4,19",MRSA5B,"1,20","20,74","19,59","42,81","35,08","49,87","3,80","5,40","2,42","3,43","0,42","4,38","-0,54","22,79","4,07","0,34","17,84","11,77","6,75","0,59","1,31","1,86","1,07","0,38","0,62","1,67","14,38","26,29",8.782.499.000,13.380.721.000,7.748.664.000,340.000.000,20.465.377.000,4.826.141.000,8.307.447.000,4.598.222.000,3.709.225.000,"0,00",Tradicional,"1,84",Bens_Industriais,Transporte_Ferroviário,https://investidor10.com.br/storage/companies/5f87101593b8d.jpeg
"38,79","95,77","10,68","1,18","19,01",PATI3,"0,43","170,03","3,99","12,30","6,16","7,17","6,20","7,22","5,94","6,92","0,58","1,43","-2,19","32,85","3,63","1,35","11,05","7,80","5,39","0,06","0,31","0,36","0,59","0,49","0,51","2,20","8,70","-13,79",920.872.000,968.913.000,786.260.000,23.932.000,1.612.924.000,1.189.129.000,464.820.000,48.041.000,416.779.000,"0,00",Tradicional,"34,71",Materiais_Básicos,Artefatos_de_Ferro_e_Aço,https://investidor10.com.br/storage/companies/6751d7871a776.jpg
"4,10","100,98","-1,25","-0,06","0,00",ESTR4,"0,20","0,00","-16,17","41,90","0,14","1,53","55,32","585,17","13,22","139,84","0,10","-0,04","-0,16","-70,89","-3,28","0,50","-4,63","-0,05","-8,06","-0,18","41,13","435,10","-0,18","-1,74","2,74","0,14","3,42",,35.567.000,138.686.000,-573.005.000,8.083.000,328.919.000,115.383.000,103.660.000,103.119.000,541.000,"0,00",Tradicional,"68,43",Consumo_Cíclico,Brinquedos_e_Jogos,https://investidor10.com.br/storage/companies/5eb46d1a15053.jpeg
"11,40","-10,15","12,97","1,20","3,99",FESA3,"1,77","55,19","13,64","19,68","6,09","16,07","6,48","17,09","11,00","29,02","0,93","3,56","-1,51","9,52","0,88","0,53","9,23","3,38","7,17","-0,14","-1,33","-3,51","0,10","0,78","0,22","3,09","7,02","34,73",2.858.363.000,2.371.871.000,3.363.440.000,353.175.000,4.334.562.000,1.671.967.000,352.231.000,-486.492.000,838.723.000,"80,00",Nível_1,"45,83",Materiais_Básicos,Siderurgia,https://investidor10.com.br/storage/companies/66d9a9325ceaf.jpg
"11,20","-14,50","11,35","1,27","7,29",CPLE5,"1,44","79,47","12,73","22,10","19,07","25,37","8,04","10,69","5,69","7,57","0,55","6,34","-0,76","8,81","0,99","0,38","11,20","8,38","4,86","0,48","2,17","2,89","0,72","0,44","0,56","1,48","4,22","-5,60",34.419.391.000,47.156.417.000,26.272.206.000,2.982.810.000,60.240.753.000,16.146.351.000,18.795.043.000,12.737.026.000,6.058.017.000,"100,00",Nível_2,"100,00",Utilidade_Pública,Energia_Elétrica,https://investidor10.com.br/storage/companies/66db019a1b27d.jpg
"5,50","5,36","-0,50","-0,12","0,00",PLAS3,"0,06","0,00","-12,02","13,08","-0,38","3,62","8,64","-81,94","1,64","-15,60","0,11","-0,21","-0,16","-46,45","-11,10","1,81","-23,89","10,97","-21,69","-0,50","6,99","-66,34","-0,54","-0,91","1,91","0,39","25,45",,68.339.000,358.899.000,-577.159.000,12.425.000,635.494.000,206.834.000,311.825.000,290.560.000,21.265.000,"0,00",Tradicional,"40,01",Consumo_Cíclico,Automóveis_e_Motocicletas,https://investidor10.com.br/storage/companies/5f5b4e69923e4.jpeg
"49,98","6,39","5,16","1,72","12,55",SOND6,"0,59","0,00","11,54","30,11","15,95","18,57","2,19","2,56","3,20","3,73","1,05","3,62","-2,38","29,12","9,69","1,76","33,29","27,63","20,44","-0,44","-0,81","-0,95","0,00","0,61","0,39","2,07","26,28","2,60",115.359.000,84.173.000,71.583.000,2.457.000,117.358.000,65.815.000,-,-31.186.000,31.186.000,"0,00",Tradicional,"13,02",Bens_Industriais,Engenharia_Consultiva,https://investidor10.com.br/storage/companies/5f7f44104357c.jpeg
"28,06","-14,83","12,47","0,40","21,02",HBTS5,"3,70","135,11","29,66","52,98","-63,92","-61,39","-11,44","-10,99","-6,03","-5,79","0,16","4,86","-0,18","70,91","2,25","0,04","3,17","-5,59","1,27","0,36","-5,42","-5,20","0,43","0,40","0,60","1,37","-7,24","71,36",256.291.000,486.652.000,647.667.000,9.133.000,1.614.873.000,194.538.000,281.601.000,230.361.000,51.240.000,"0,00",Tradicional,"63,98",Financeiro,Exploração_de_Imóveis,https://investidor10.com.br/storage/companies/66db001f4810d.jpg
"11,55","28,33","1,01","1,20","0,00",MWET4,"0,09","0,00","8,74","12,15","21,95","24,07","1,61","1,77","0,37","0,40","0,08","-0,79","-0,12","9,64","11,43","0,88","118,56","52,87","7,69","4,02","1,23","1,35","4,44","0,06","0,94","0,79","12,96","-1,12",24.764.000,104.583.000,19.835.000,2.058.000,305.655.000,114.007.000,88.160.000,79.819.000,8.341.000,"0,00",Tradicional,"49,10",Bens_Industriais,Material_Rodoviário,https://investidor10.com.br/storage/companies/5f63552e25ec4.jpeg
"4,19","1,49","-75,77","0,46","0,28",DOHL4,"0,50","-18,59","-0,65","20,16","-2,04","1,33","60,90","-39,63","37,23","-24,23","0,32","0,67","-0,75","9,17","-0,06","0,64","-0,60","-1,64","-0,42","0,11","8,89","-5,79","0,22","0,70","0,30","6,00","4,16",,442.774.000,518.481.000,693.418.000,75.645.000,995.039.000,571.214.000,153.725.000,75.707.000,78.018.000,"0,00",Tradicional,"12,49",Consumo_Cíclico,Fios_e_Tecidos,https://investidor10.com.br/storage/companies/649ca8e834f0f.jpg
"3,40","-76,81","1,94","0,45","6,46",LUXM4,"0,52","7,06","26,99","29,34","14,77","26,15","1,22","2,16","2,00","3,54","0,32","7,44","-0,37","7,56","1,76","0,61","23,24","-0,65","16,47","0,00","0,02","0,03","0,12","0,71","0,29","1,41","5,28","34,10",42.446.000,43.093.000,157.085.000,20.784.000,221.713.000,32.468.000,18.933.000,647.000,18.286.000,"0,00",Tradicional,"30,35",Bens_Industriais,Transporte_Hidroviário,https://investidor10.com.br/storage/companies/5f623fdfc9ad6.jpeg
"250,00","-3,85","-70,05","3,83","0,00",FRIO3,"0,68","0,00","-0,98","16,65","6,99","10,19","9,75","14,21","6,71","9,78","0,81","6,34","-2,58","65,19","-3,57","1,19","-5,47","11,39","-1,70","1,74","3,04","4,43","2,00","0,21","0,79","1,23","9,72",,1.571.573.000,2.283.234.000,409.814.000,6.286.000,1.928.784.000,1.318.619.000,819.669.000,711.661.000,108.008.000,"100,00",Novo_Mercado,"64,39",Bens_Industriais,Máquinas_e_Equipamentos_Industriais,https://investidor10.com.br/storage/companies/649dbaaf945ea.jpg
"5,91","-47,00","1,08","-0,32","0,00",NORD3,"15,66","0,00","1.456,06","82,55","1.394,68","1.394,68","2,21","2,21","1,12","1,12","2,02","-0,31","-2,20","-18,69","5,50","0,13","-29,40","-29,36","188,01","-0,31","1,09","1,09","-0,31","-6,40","7,40","0,01","9,06",,39.133.000,77.067.000,-123.781.000,6.621.000,19.354.000,1.526.000,37.948.000,37.934.000,14.000,"0,00",Tradicional,"1,07",Bens_Industriais,Máquinas_e_Equipamentos_Industriais,https://investidor10.com.br/storage/companies/5f7da1c6a5655.jpeg
"7,10","-3,29","8,10","2,92","9,28",EQPA6,"1,41","86,75","17,37","31,06","22,79","26,56","5,76","6,72","5,30","6,18","0,91","10,64","-1,35","2,43","0,88","0,65","36,01","18,99","11,21","0,80","1,45","1,69","1,27","0,31","0,69","1,35","13,70","21,96",12.779.891.000,17.081.757.000,5.385.613.000,2.213.527.000,17.298.861.000,5.686.944.000,6.864.733.000,4.301.866.000,2.562.867.000,"0,00",Tradicional,"2,12",Utilidade_Pública,Energia_Elétrica,https://investidor10.com.br/storage/companies/66d9aa3e90e2e.jpg
"7,08","1,92","20,18","1,86","5,74",AFLT3,"5,89","165,96","29,22","59,71","47,94","48,85","12,27","12,50","12,07","12,30","1,26","9,35","-1,67","3,81","0,35","0,21","9,20","9,63","7,41","0,03","0,20","0,20","0,13","0,68","0,32","2,24","16,09","6,93",446.639.000,454.040.000,240.521.000,63.084.000,353.121.000,86.283.000,30.613.000,7.401.000,23.212.000,"0,00",Tradicional,"1,33",Utilidade_Pública,Energia_Elétrica,https://investidor10.com.br/storage/companies/6840864dc3de3.jpg
"31,51","30,16","8,68","0,96","10,33",PATI4,"0,35","170,03","3,99","12,30","6,16","7,17","6,20","7,22","4,82","5,62","0,47","1,16","-1,78","32,85","3,63","1,35","11,05","7,80","5,39","0,06","0,31","0,36","0,59","0,49","0,51","2,20","8,70","-13,79",920.872.000,968.913.000,786.260.000,23.932.000,1.612.924.000,1.189.129.000,464.820.000,48.041.000,416.779.000,"0,00",Tradicional,"34,71",Materiais_Básicos,Artefatos_de_Ferro_e_Aço,https://investidor10.com.br/storage/companies/6751d7871a776.jpg
"12,50","32,56","4,59","0,37","3,22",CBEE3,"0,35","0,00","7,69","16,77","10,79","20,25","4,14","7,78","1,74","3,27","0,16","-1,22","-0,20","33,42","2,72","0,45","8,15","2,81","3,47","0,51","2,40","4,50","0,55","0,43","0,57","0,62","7,64","69,85",3.175.435.000,7.546.436.000,8.490.000.000,254.034.000,19.920.000.000,4.250.000.000,4.669.116.000,4.371.001.000,298.115.000,"0,00",Nível_1,"0,19",Utilidade_Pública,Energia_Elétrica,https://investidor10.com.br/storage/companies/5ea9da5e166bb.jpeg
"6,05",-,"-100,64","131,69","0,00",PSVM11,,"0,00","0,00","0,00","0,00","0,00","-171,28","-171,28","-172,60","-172,60","0,26","131,69","-0,26","0,05","-0,06","0,00","-130,85","-76,30","-0,26","-1,00","1,31","1,31","0,00","0,00","1,00","27,94",,,21.792.000,21.626.000,165.000,3.602.000,83.517.000,171.000,-,-165.000,165.000,"0,00",Nível_1,"0,00",Bens_Industriais,Transporte_Hidroviário,https://investidor10.com.br/storage/companies/6750a4c642ab3.jpg
"15,00","-49,14","-3,70","0,74","0,00",CRPG6,"0,61","0,00","-16,51","2,03","-5,11","-0,85","-56,49","-9,43","-71,69","-11,97","0,50","1,18","-1,31","20,32","-4,05","0,82","-19,93","-19,93","-13,49","-0,22","21,40","3,57","0,02","0,68","0,32","3,13","-0,54",,472.958.000,343.012.000,589.725.000,29.018.000,871.385.000,539.930.000,9.777.000,-129.946.000,139.723.000,"0,00",Tradicional,"28,36",Materiais_Básicos,Químicos_Diversos,https://investidor10.com.br/storage/companies/5ecff1a801f50.jpeg
"62,99","-21,75","13,72","3,43","4,40",ENMT4,"1,67","60,38","12,15","26,26","19,42","23,47","10,04","12,14","7,10","8,58","0,96","9,76","-1,33","18,36","4,59","0,58","25,01","12,52","7,02","1,46","3,02","3,65","1,83","0,28","0,72","1,56","10,18","8,20",13.640.849.000,19.507.459.000,4.019.072.000,218.941.000,14.313.147.000,3.953.497.000,7.351.996.000,5.866.610.000,1.485.386.000,"0,00",Tradicional,"2,49",Utilidade_Pública,Energia_Elétrica,https://investidor10.com.br/storage/companies/66db018d3baab.jpg
"8,72","-36,49","-0,75","-1,64","0,00",BRKM6,"0,09","0,00","-11,75","7,72","-1,19","5,03","10,86","-45,96","1,75","-7,40","0,07","0,85","-0,11","-5,31","-11,64","0,83","-219,00","-12,82","-10,51","-8,52","9,09","-38,46","-11,60","-0,04","1,04","1,32","6,16",,7.043.565.000,43.154.565.000,-4.236.000.000,797.207.000,95.422.000.000,34.101.000.000,49.140.000.000,36.111.000.000,13.029.000.000,"100,00",Nível_1,"34,97",Materiais_Básicos,Petroquímicos,https://investidor10.com.br/storage/companies/66cca010e7887.jpg
"2,95","-53,10","-38,01","28,80","0,00",DTCY3,"5,36","0,00","-14,10","28,52","-6,77","258,75","5,07","-193,86","2,07","-79,12","3,99","9,00","-44,37","0,10","-0,08","0,74","-75,79","-36,40","-10,50","-0,95","-0,07","2,60","0,00","0,14","0,86","1,95","-18,04",,81.530.000,80.450.000,1.140.000,11.131.000,8.230.000,7.490.000,-,-1.080.000,1.080.000,"0,00",Tradicional,"2,02",Bens_Industriais,Serviços_Diversos,https://investidor10.com.br/storage/companies/5f71edac3dca5.jpeg
"4,27","-59,33","-0,01","-0,01","0,00",GSHP3,"0,04","0,00","-319,31","66,69","-47,81","-46,66","-25,03","-24,42","-0,10","-0,09","0,01","-0,51","-0,01","-730,91","-304,27","0,15","-41,63","-13,66","-49,37","-1,52","-24,93","-24,33","-1,60","-1,19","2,19","0,92","14,90",,8.235.000,2.146.287.000,-1.409.770.000,1.928.000,1.188.625.000,186.383.000,2.253.760.000,2.138.052.000,115.708.000,"100,00",Novo_Mercado,"74,05",Financeiro,Exploração_de_Imóveis,https://investidor10.com.br/storage/companies/5eb59993a0b7d.jpeg
"21,00","83,34","6,63","1,13","6,46",BALM3,"0,99","55,16","14,96","61,72","20,12","22,58","2,54","2,85","4,40","4,93","0,73","1,43","-2,72","18,63","3,17","0,74","16,99","16,26","11,17","-0,34","-1,34","-1,50","0,09","0,65","0,36","3,30","4,93","13,85",181.741.000,119.028.000,182.554.000,9.800.000,281.464.000,205.795.000,15.706.000,-62.713.000,78.419.000,"0,00",Tradicional,"34,89",Saúde,Equipamentos,https://investidor10.com.br/storage/companies/672014ddcac80.png
"28,60","23,88","6,18","1,16","9,58",EQMA3B,"0,76","0,00","12,37","29,44","17,22","21,82","5,66","7,17","3,50","4,44","0,47","38,43","-0,62","24,56","4,63","0,62","18,85","12,79","7,63","0,72","2,16","2,74","0,88","0,40","0,60","1,05",,,4.695.662.000,7.592.546.000,4.032.651.000,164.184.000,9.963.995.000,2.401.899.000,3.530.000.000,2.896.884.000,633.116.000,"0,00",Nível_1,"1,30",Utilidade_Pública,Energia_Elétrica,https://investidor10.com.br/storage/companies/6744868633013.png
"25,00","-7,11","6,15","1,10","4,19",MRSA6B,"1,20","20,74","19,59","42,81","35,08","49,87","3,80","5,40","2,42","3,43","0,42","4,38","-0,54","22,79","4,07","0,34","17,84","11,77","6,75","0,59","1,31","1,86","1,07","0,38","0,62","1,67","14,38","26,29",8.782.499.000,13.380.721.000,7.748.664.000,340.000.000,20.465.377.000,4.826.141.000,8.307.447.000,4.598.222.000,3.709.225.000,"0,00",Tradicional,"1,84",Bens_Industriais,Transporte_Ferroviário,https://investidor10.com.br/storage/companies/5f87101593b8d.jpeg
"37,43","0,04","4,43","1,16","4,93",CEEB5,"0,57","38,33","12,88","31,71","23,95","30,32","5,01","6,34","1,88","2,38","0,31","-11,33","-0,37","32,28","8,45","0,54","26,17","16,49","6,67","1,78","2,89","3,66","1,84","0,26","0,74","0,86","8,78","11,83",11.039.992.000,26.120.992.000,8.461.000.000,262.096.000,31.978.000.000,5.329.000.000,15.533.000.000,15.081.000.000,452.000.000,"0,00",Tradicional,"1,01",Utilidade_Pública,Energia_Elétrica,https://investidor10.com.br/storage/companies/66d9a99279503.jpg
"26,50","-8,67","6,52","1,16","3,59",MRSA3B,"1,28","20,74","19,59","42,81","35,08","49,87","3,80","5,40","2,56","3,64","0,44","4,64","-0,58","22,79","4,07","0,34","17,84","11,77","6,75","0,59","1,31","1,86","1,07","0,38","0,62","1,67","14,38","26,29",8.782.499.000,13.380.721.000,7.748.664.000,340.000.000,20.465.377.000,4.826.141.000,8.307.447.000,4.598.222.000,3.709.225.000,"0,00",Tradicional,"1,84",Bens_Industriais,Transporte_Ferroviário,https://investidor10.com.br/storage/companies/5f87101593b8d.jpeg
"35,98","74,59","12,24","2,01","21,04",GEPA3,"2,75","102,32","22,44","41,18","38,58","71,01","4,08","7,51","3,87","7,12","0,97","-9,12","-1,18","17,91","2,94","0,35","16,41","13,79","7,89","0,11","0,22","0,40","0,37","0,48","0,52","0,63","-3,14","-16,93",3.394.562.000,3.584.085.000,1.691.658.000,94.433.000,3.516.604.000,643.925.000,634.192.000,189.523.000,444.669.000,"0,00",Tradicional,"3,81",Utilidade_Pública,Energia_Elétrica,https://investidor10.com.br/storage/companies/5ebc4c586295d.jpeg
"16,55","3,44","9,63","0,57","8,36",BMIN4,"1,70","29,55","17,62","35,13","29,40","0,00",,"6,78",,"5,77","0,15","-0,26","-0,17","28,96","1,72","0,09","5,93","5,93","1,53","0,00",,"-0,02","0,00","0,26","0,74","0,20","33,23","27,57",94.054.000,93.814.000,139.754.000,4.825.000,542.395.000,78.176.000,,,240.000,"0,00",Tradicional,"8,46",Financeiro,Bancos,https://investidor10.com.br/storage/companies/649ca6860ced4.jpg
"6,46","-14,00","7,37","2,66","10,20",EQPA5,"1,28","86,75","17,37","31,06","22,79","26,56","5,76","6,72","4,82","5,62","0,83","9,68","-1,23","2,43","0,88","0,65","36,01","18,99","11,21","0,80","1,45","1,69","1,27","0,31","0,69","1,35","13,70","21,96",12.779.891.000,17.081.757.000,5.385.613.000,2.213.527.000,17.298.861.000,5.686.944.000,6.864.733.000,4.301.866.000,2.562.867.000,"0,00",Tradicional,"2,12",Utilidade_Pública,Energia_Elétrica,https://investidor10.com.br/storage/companies/66d9aa3e90e2e.jpg
"15,98","6,86","8,52","0,62","8,57",BRSR5,"0,37","58,41","4,30","31,86","4,41","0,00",,"5,82",,"8,30","0,04","11,41","-0,04","25,84","1,88","0,12","7,26","7,26","0,51",,,,,"0,07","0,93","1,33","16,76","1,07",4.581.886.000,4.581.886.000,10.568.980.000,408.974.000,151.511.198.000,2.298.020.000,,,2.298.015.000,"100,00",Nível_1,"50,61",Financeiro,Bancos,https://investidor10.com.br/storage/companies/649ca5d54538a.jpg
"38,00","-11,86","20,03","0,80","2,18",PEAB3,"7,38","44,70","36,86","58,44","30,99","46,14","14,63","21,79","16,00","23,82","0,56","3,24","-0,70","47,53","1,90","0,08","3,99","2,66","2,77","-0,06","-1,15","-1,72","0,18","0,69","0,31","5,51","-11,66","-40,08",709.092.000,657.254.000,898.730.000,18.908.000,1.294.403.000,271.327.000,164.106.000,-51.838.000,215.944.000,"0,00",Tradicional,"49,58",Financeiro,Holdings_Diversificadas,https://investidor10.com.br/storage/companies/649ca87b55d96.jpg
