Papel,Setor,Preço Atual (R$),Liquidez Diária (R$),P/VP,Último Dividendo,Dividend Yield,DY (3M) Acumulado,DY (6M) Acumulado,DY (12M) Acumulado,DY (3M) média,DY (6M) média,DY (12M) média,DY Ano,Variação Preço,Rentab. Período,Rentab. Acumulada,Patrimônio Líquido,VPA,P/VPA,DY Patrimonial,Variação Patrimonial,Rentab. Patr. Período,Rentab. Patr. Acumulada,Quant. Ativos,Volatilidade,Num. Cotistas,Tax. Gestão,Tax. Performance,Tax. Administração
VGIP11,Papéis,76.00,1006634.00,0.85,0.74,0.93 ,2.88 ,8.34 ,15.35 ,0.96 ,1.39 ,1.28 ,13.05 ,-1.19 ,-0.27 ,41.39 ,1045485325.41,88.70,0.86,0.92 ,-1.92 ,-1.02 ,7.60 ,14,20.52,84310,,1.00  aa,20.00  aa
VGIR11,Papéis,9.47,3432824.48,0.97,0.13,1.36 ,4.19 ,8.11 ,16.05 ,1.40 ,1.35 ,1.34 ,13.35 ,-1.34 ,0.00 ,39.49 ,1428717468.19,9.78,0.97,1.33 ,1.45 ,2.80 ,-88.68 ,1,11.95,259612,0.80  aa,0.20  aa,20.00  aa
VGRI11,Misto,7.80,382360.38,0.75,0.12,1.46 ,4.21 ,8.58 ,20.80 ,1.40 ,1.43 ,1.73 ,18.67 ,-5.31 ,-3.93 ,40.16 ,372284929.75,,,,,,,5,21.26,20129,,1.30  aa,
VIDS11,Fundo de Desenvolvimento,915.64,,1.13,16.06,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,76486502.92,,,,,,,14,0.42,199,,,
VIFI11,Fundo de Fundos,6.96,30.26,0.87,0.07,1.01 ,0.00 ,0.00 ,4.03 ,0.00 ,0.00 ,0.34 ,3.00 ,-7.57 ,-6.64 ,5.15 ,64507809.24,7.97,0.87,0.88 ,-9.94 ,-9.15 ,-72.22 ,14,20.76,5521,,0.95  aa,20.00  aa
VIGT11,,39.83,322989.10,,0.20,0.51 ,1.29 ,2.52 ,4.20 ,0.43 ,0.42 ,0.35 ,4.20 ,5.35 ,5.88 ,-26.62 ,,,,,,,,0,57.18,0,,1.50  aa,0.00  aa
VILG11,Imóveis Industriais e Logísticos,89.69,1763515.86,0.80,0.72,0.79 ,2.46 ,4.99 ,10.24 ,0.82 ,0.83 ,0.85 ,9.38 ,2.93 ,3.75 ,39.77 ,1688506029.67,112.59,0.80,0.64 ,0.29 ,0.93 ,7.17 ,15,17.75,143121,,,
VINO11,Lajes Corporativas,4.94,384547.48,0.49,0.05,1.00 ,2.97 ,6.65 ,13.10 ,0.99 ,1.11 ,1.09 ,12.00 ,-2.72 ,-1.75 ,24.36 ,829637912.87,10.02,0.49,0.50 ,-81.70 ,-81.61 ,-80.51 ,10,23.40,140883,,1.10  aa,20.00  aa
VISC11,Shoppings,106.32,3138696.24,0.86,0.81,0.76 ,2.27 ,4.64 ,9.70 ,0.76 ,0.77 ,0.81 ,8.82 ,-3.10 ,-2.36 ,29.42 ,3552479893.32,123.23,0.86,0.66 ,-0.48 ,0.17 ,15.10 ,30,16.79,340069,1.05  aa,,
VIUR11,Misto,5.67,100909.19,0.66,0.07,1.20 ,3.60 ,7.23 ,15.12 ,1.20 ,1.21 ,1.26 ,13.84 ,-1.76 ,-0.58 ,22.42 ,235499598.74,8.74,0.65,0.77 ,-5.00 ,-4.27 ,-90.02 ,7,21.70,44672,,0.95  aa,20.00  aa
VJFD11,Papéis,155.02,3889.59,0.95,0.82,0.00 ,0.00 ,0.00 ,2.90 ,0.00 ,0.00 ,0.24 ,2.42 ,0.00 ,0.00 ,,799464292.52,163.95,0.95,0.50 ,20.49 ,21.09 ,28.08 ,39,4.05,96,,,
VLIQ11,Indefinido,,,,5.04,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,118155565.38,,,,,,,14,,8102,,,
VLOL11,Lajes Corporativas,88.00,160238.13,1.38,16.30,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.99 ,0.00 ,0.00 ,,118155565.38,111.06,0.79,0.55 ,-0.14 ,0.40 ,14.11 ,14,9.89,8102,,,
VOTS11,Papéis,76.31,6549.69,0.83,0.62,0.00 ,1.02 ,3.54 ,9.39 ,0.34 ,0.59 ,0.78 ,8.35 ,0.00 ,0.00 ,,76340139.48,92.21,0.83,0.74 ,-1.16 ,-0.43 ,8.52 ,14,44.87,557,,,
VPPR11,Lajes Corporativas,15.31,36641.29,0.39,0.07,0.53 ,0.00 ,0.00 ,1.01 ,0.00 ,0.00 ,0.08 ,0.53 ,-10.74 ,-10.27 ,-10.27 ,290270133.17,,,,,,,2,15.45,35403,,0.95  aa,20.00  aa
VRTA11,Papéis,76.43,916968.33,0.91,0.85,1.09 ,3.28 ,6.53 ,13.26 ,1.09 ,1.09 ,1.11 ,12.16 ,-1.90 ,-0.83 ,20.39 ,1309134575.31,83.96,0.91,1.01 ,-7.91 ,-6.98 ,1.44 ,14,15.70,109760,,1.00  aa,
VRTM11,Misto,6.80,182464.62,0.73,0.09,1.31 ,3.91 ,7.81 ,16.34 ,1.30 ,1.30 ,1.36 ,14.96 ,-1.44 ,-0.15 ,22.45 ,437594292.66,,,,,,,7,15.20,11734,,0.90  aa,0.20  aa
VSEC11,Papéis,0.21,2.50,0.00,2.05,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,138.00 ,0.00 ,0.00 ,,118155565.38,,,,,,,14,904.16,8102,,0.70  aa,20.00  aa
VSHO11,Shoppings,74.25,116357.52,0.64,0.70,0.94 ,2.40 ,5.47 ,11.63 ,0.80 ,0.91 ,0.97 ,10.52 ,0.15 ,1.09 ,30.26 ,242772159.44,115.67,0.64,0.41 ,16.40 ,16.88 ,22.29 ,3,16.82,3045,0.75  aa,,
VSLH11,Papéis,2.49,50838.67,0.25,0.03,1.15 ,3.35 ,6.60 ,13.88 ,1.12 ,1.10 ,1.16 ,12.55 ,-3.45 ,-2.34 ,-5.15 ,299951487.02,10.04,0.25,0.29 ,-3.37 ,-3.09 ,15.38 ,14,18.86,66624,,0.95  aa,20.00  aa
VTLT11,Imóveis Industriais e Logísticos,87.29,70598.62,0.84,1.03,1.18 ,3.57 ,6.99 ,14.16 ,1.19 ,1.17 ,1.18 ,13.02 ,0.83 ,2.02 ,22.03 ,219420230.90,103.74,0.84,0.99 ,2.99 ,4.01 ,11.72 ,1,15.39,5660,0.95  aa,,
VTPL11,Papéis,65.90,66.00,0.66,0.51,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,138808961.20,,,,,,,2,8.87,125,,,
VVCO11,Lajes Corporativas,14.85,12949.60,1.01,11.16,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,145964531.15,,,,,,,4,16.34,2582,,1.20  aa,20.00  aa
VVCR11,Papéis,9.25,82665.71,0.89,0.06,0.61 ,2.71 ,6.04 ,12.99 ,0.90 ,1.01 ,1.08 ,10.89 ,-0.70 ,-0.10 ,27.69 ,76011138.61,,,,,,,14,27.66,2149,,1.15  aa,
VVMR11,Lajes Corporativas,84.99,18982.27,0.80,0.20,0.00 ,0.48 ,0.93 ,2.61 ,0.48 ,0.93 ,0.22 ,1.47 ,0.00 ,0.00 ,,299813568.38,,,,,,,5,27.39,585,,,
VVPR11,Misto,101.50,1249061.55,1.59,0.89,0.89 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,7.45 ,0.40 ,1.30 ,14.44 ,118155565.38,98.03,1.04,0.74 ,-0.10 ,0.64 ,0.09 ,14,3.43,8102,,,
VVRI11,Indefinido,90.00,77.14,0.99,0.75,0.00 ,1.55 ,2.71 ,8.11 ,0.52 ,0.45 ,0.68 ,5.54 ,0.00 ,0.00 ,,72671229.34,,,,,,,3,95.56,153,,,
VXXV11,Fundo de Desenvolvimento,683.00,512.25,1.10,273.35,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,295901798.51,,,,,,,1,3.84,19,,,
WHGR11,Indefinido,8.76,182567.57,0.91,0.10,1.11 ,3.36 ,6.09 ,13.52 ,1.12 ,1.02 ,1.13 ,13.52 ,-0.33 ,0.77 ,28.22 ,299129500.90,,,,,,,1,15.98,14323,,1.00  aa,20.00  aa
WPLZ11,Shoppings,44.90,3561.33,0.67,0.37,0.75 ,2.25 ,6.48 ,10.44 ,0.75 ,1.08 ,0.87 ,9.86 ,0.80 ,1.55 ,9.75 ,78040638.69,66.70,0.67,0.55 ,-24.03 ,-23.61 ,-31.36 ,1,43.94,1569,,0.55  aa,
WSEC11,Indefinido,1.59,7661.38,0.33,4.07,75.95 ,77.81 ,145.28 ,190.55 ,25.94 ,24.21 ,15.88 ,195.86 ,-5.63 ,66.04 ,747.02 ,14176356.51,,,,,,,14,242.67,892,,1.00  aa,20.00  aa
WTSP11B,Misto,36.00,3852.00,0.68,0.05,0.09 ,0.81 ,26.17 ,27.19 ,0.81 ,4.36 ,2.27 ,0.81 ,0.00 ,0.00 ,,104295912.94,84.21,0.43,0.06 ,16.18 ,16.25 ,12.98 ,2,6.67,210,,,
XPCA11,Indefinido,7.88,362643.24,0.82,0.11,1.38 ,4.13 ,8.38 ,15.47 ,1.38 ,1.40 ,1.29 ,14.76 ,-0.74 ,0.63 ,64.81 ,438387264.28,9.63,0.82,1.14 ,1.47 ,2.63 ,15.42 ,0,16.45,94725,,1.00  aa,10.00  aa
XPCI11,Papéis,81.36,1032758.95,0.93,0.90,1.08 ,3.32 ,7.00 ,14.05 ,1.11 ,1.17 ,1.17 ,12.91 ,-1.54 ,-0.47 ,33.63 ,768483944.72,88.32,0.92,1.08 ,-3.82 ,-2.79 ,5.81 ,14,18.49,70645,,1.00  aa,
XPCM11,Lajes Corporativas,8.31,12181.10,0.28,0.02,0.20 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.20 ,-0.87 ,-0.67 ,-0.67 ,69694869.72,29.04,0.29,0.07 ,-34.13 ,-34.09 ,-44.99 ,1,42.68,2,,0.80  aa,
XPHT11,Hotéis,123.00,230869.59,0.66,0.41,0.93 ,2.91 ,5.33 ,10.11 ,0.97 ,0.89 ,0.84 ,10.11 ,15.85 ,16.93 ,15.37 ,581976733.73,63.13,1.95,0.65 ,-33.00 ,-32.56 ,-26.69 ,14,29.85,1268,,,
XPID11,Indefinido,48.12,108607.50,,0.50,1.01 ,2.95 ,6.11 ,13.69 ,0.98 ,1.02 ,1.14 ,12.44 ,-2.29 ,-1.30 ,0.05 ,,,,,,,,0,24.70,0,,0.95  aa,
XPIE11,Indefinido,54.15,956136.95,,0.93,1.63 ,3.30 ,5.85 ,15.17 ,1.10 ,0.98 ,1.26 ,18.73 ,-4.55 ,-2.99 ,25.34 ,,,,,,,,0,18.26,0,,1.30  aa,20.00  aa
XPIN11,Imóveis Industriais e Logísticos,76.64,203356.00,0.76,0.85,1.14 ,3.27 ,6.44 ,13.52 ,1.09 ,1.07 ,1.13 ,11.13 ,-1.71 ,-0.59 ,38.82 ,722665306.63,101.07,0.76,0.77 ,-2.71 ,-1.96 ,-0.53 ,81,16.48,41994,,0.75  aa,
XPLG11,Imóveis Industriais e Logísticos,101.59,1920806.29,0.95,0.82,0.81 ,2.44 ,4.95 ,10.34 ,0.81 ,0.83 ,0.86 ,9.44 ,0.67 ,1.49 ,28.28 ,3306774149.11,106.07,0.96,0.77 ,-6.89 ,-6.17 ,4.75 ,18,14.89,336298,0.95  aa,,20.00  aa
XPML11,Shoppings,106.87,6900831.48,0.95,0.92,0.87 ,2.66 ,5.35 ,11.22 ,0.89 ,0.89 ,0.94 ,9.24 ,0.00 ,0.87 ,28.63 ,6387056178.54,112.61,0.95,0.82 ,11.56 ,12.47 ,20.53 ,20,14.72,608916,,0.75  aa,20.00  aa
XPPR11,Lajes Corporativas,12.54,78639.38,0.21,0.07,0.53 ,1.02 ,2.30 ,4.38 ,0.34 ,0.38 ,0.37 ,0.53 ,-9.03 ,-8.55 ,-8.55 ,443953188.51,60.68,0.21,0.12 ,-18.41 ,-18.31 ,-21.40 ,2,21.62,42867,,,
XPSF11,Fundo de Fundos,6.25,367997.24,0.79,0.07,1.03 ,3.14 ,6.20 ,12.91 ,1.05 ,1.03 ,1.08 ,11.73 ,0.64 ,1.67 ,20.17 ,341626119.33,7.89,0.79,0.82 ,-5.51 ,-4.73 ,-90.04 ,14,17.38,57904,,1.00  aa,20.00  aa
XTED11,Lajes Corporativas,8.82,17641.88,0.68,11.16,,,,,,,,,,,,67378204.04,28.02,0.31,0.00 ,-0.36 ,-0.36 ,-3.45 ,1,29.46,4098,1.00  aa,0.20  aa,
YUFI11,Fundo de Desenvolvimento,59.50,5.17,1.30,29.23,0.00 ,0.00 ,0.00 ,2.99 ,0.00 ,0.00 ,0.25 ,2.80 ,0.00 ,0.00 ,,22570787.07,,,,,,,11,40.38,56,,,
YUFI11B,Indefinido,,,,0.63,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,0.00 ,0.00 ,0.00 ,,105.53,,0.60 ,-0.01 ,0.59 ,6.32 ,0,,0,,,
ZAGH11,Serviços Financeiros Diversos,10.18,1419.95,1.14,0.06,0.59 ,1.79 ,3.74 ,7.19 ,0.60 ,0.62 ,0.60 ,6.62 ,0.60 ,1.19 ,-11.58 ,80155518.98,,,,,,,1,68.87,438,,1.50  aa,20.00  aa
ZAVC11,Indefinido,10.00,5586.14,0.99,0.13,0.00 ,2.68 ,7.22 ,15.90 ,0.89 ,1.20 ,1.33 ,0.00 ,0.00 ,0.00 ,,36098357.49,,,,,,,1,71.76,491,1.25  aa,,20.00  aa
ZAVI11,Indefinido,93.70,18757.95,0.66,1.10,1.23 ,3.74 ,7.65 ,15.37 ,1.25 ,1.28 ,1.28 ,14.14 ,1.04 ,2.28 ,10.80 ,161732136.91,,,,,,,9,28.17,2410,,1.25  aa,20.00  aa
ZIFI11,Fundo de Desenvolvimento,519.99,250.50,0.29,3.31,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,83763503.94,,,,,,,14,53.76,92,,,
